ENVO:00000004	administrative region	GCMD:1ae304de-252c-45da-8dd8-df99a281e4f4	ADMINISTRATIVE DIVISIONS	administrative divis		info(related-label,rdf(ENVO:00000004-administrative region,oio:hasRelatedSynonym-has_related_synonym,administrative division-administrative division^^xsd:string)-rdf(GCMD:1ae304de-252c-45da-8dd8-df99a281e4f4-ADMINISTRATIVE DIVISIONS,skos:prefLabel,(ADMINISTRATIVE DIVISIONS-ADMINISTRATIVE DIVISIONS)@en),stem)	
ENVO:00000552	talik	GCMD:78e5e44c-7832-456d-a599-893ea87ae695	TALIK	talik		info(label-label,rdf(ENVO:00000552-talik,rdfs:label,talik-talik^^xsd:string)-rdf(GCMD:78e5e44c-7832-456d-a599-893ea87ae695-TALIK,skos:prefLabel,(TALIK-TALIK)@en),stem)	
ENVO:00000552	talik	GCMD:c39710ae-423f-44c8-b969-9af8a1f912cf	TALIK	talik		info(exact-label,rdf(ENVO:00000552-talik,oio:hasExactSynonym-has_exact_synonym,Talik-Talik^^xsd:string)-rdf(GCMD:c39710ae-423f-44c8-b969-9af8a1f912cf-TALIK,skos:prefLabel,(TALIK-TALIK)@en),downcase)	
ENVO:00000552	talik	GCMD:c39710ae-423f-44c8-b969-9af8a1f912cf	TALIK	talik		info(exact-label,rdf(ENVO:00000552-talik,oio:hasExactSynonym-has_exact_synonym,Talik-Talik^^xsd:string)-rdf(GCMD:c39710ae-423f-44c8-b969-9af8a1f912cf-TALIK,skos:prefLabel,(TALIK-TALIK)@en),stem)	
ENVO:00000552	talik	GCMD:c39710ae-423f-44c8-b969-9af8a1f912cf	TALIK	talik		info(label-label,rdf(ENVO:00000552-talik,rdfs:label,talik-talik^^xsd:string)-rdf(GCMD:c39710ae-423f-44c8-b969-9af8a1f912cf-TALIK,skos:prefLabel,(TALIK-TALIK)@en),downcase)	
ENVO:00000552	talik	GCMD:c39710ae-423f-44c8-b969-9af8a1f912cf	TALIK	talik		info(label-label,rdf(ENVO:00000552-talik,rdfs:label,talik-talik^^xsd:string)-rdf(GCMD:c39710ae-423f-44c8-b969-9af8a1f912cf-TALIK,skos:prefLabel,(TALIK-TALIK)@en),stem)	
ENVO:00000856	city	GCMD:e4abd82b-b17a-4f16-be79-0093f2a09f7d	URBAN AREAS	urban area		info(broad-label,rdf(ENVO:00000856-city,oio:hasBroadSynonym-has_broad_synonym,urban area-urban area^^xsd:string)-rdf(GCMD:e4abd82b-b17a-4f16-be79-0093f2a09f7d-URBAN AREAS,skos:prefLabel,(URBAN AREAS-URBAN AREAS)@en),stem)	
ENVO:00001996	mine drainage	GCMD:207a34e0-48c0-439a-a001-dcf664b61686	MINE DRAINAGE	mine drainag		info(label-label,rdf(ENVO:00001996-mine drainage,rdfs:label,mine drainage-mine drainage^^xsd:string)-rdf(GCMD:207a34e0-48c0-439a-a001-dcf664b61686-MINE DRAINAGE,skos:prefLabel,(MINE DRAINAGE-MINE DRAINAGE)@en),stem)	
ENVO:00001996	mine drainage	GCMD:207a34e0-48c0-439a-a001-dcf664b61686	MINE DRAINAGE	mine drainage		info(label-label,rdf(ENVO:00001996-mine drainage,rdfs:label,mine drainage-mine drainage^^xsd:string)-rdf(GCMD:207a34e0-48c0-439a-a001-dcf664b61686-MINE DRAINAGE,skos:prefLabel,(MINE DRAINAGE-MINE DRAINAGE)@en),downcase)	
ENVO:00001998	soil	GCMD:199e3af8-4cf3-48ba-8b28-b9b54756b3db	SOILS	soil		info(label-label,rdf(ENVO:00001998-soil,rdfs:label,soil-soil^^xsd:string)-rdf(GCMD:199e3af8-4cf3-48ba-8b28-b9b54756b3db-SOILS,skos:prefLabel,(SOILS-SOILS)@en),stem)	
ENVO:00001998	soil	GCMD:3526afb8-0dc9-43c7-8ad4-f34f250a1e91	SOILS	soil		info(label-label,rdf(ENVO:00001998-soil,rdfs:label,soil-soil^^xsd:string)-rdf(GCMD:3526afb8-0dc9-43c7-8ad4-f34f250a1e91-SOILS,skos:prefLabel,(SOILS-SOILS)@en),stem)	
ENVO:00002007	sediment	GCMD:0960827a-ecdb-40a0-babc-fbd6df27bb53	SEDIMENTS	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:0960827a-ecdb-40a0-babc-fbd6df27bb53-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en),stem)	
ENVO:00002007	sediment	GCMD:26558c08-beca-4ef0-9ea3-b000504ece60	SEDIMENTS	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:26558c08-beca-4ef0-9ea3-b000504ece60-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en),stem)	
ENVO:00002007	sediment	GCMD:3b4ea1db-bb93-4eb8-ac08-4880a3a5e6d2	SEDIMENTS	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:3b4ea1db-bb93-4eb8-ac08-4880a3a5e6d2-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en),stem)	
ENVO:00002007	sediment	GCMD:6600ace1-fc1e-4b5a-9f82-0afa19acf037	SEDIMENTS	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:6600ace1-fc1e-4b5a-9f82-0afa19acf037-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en),stem)	
ENVO:00002007	sediment	GCMD:858d3f93-f2eb-4d2a-87c5-68018f206a47	SEDIMENTS	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:858d3f93-f2eb-4d2a-87c5-68018f206a47-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en),stem)	
ENVO:00002007	sediment	GCMD:9457740a-897b-4adc-96fb-f3e3aafa34ea	SEDIMENTATION	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:9457740a-897b-4adc-96fb-f3e3aafa34ea-SEDIMENTATION,skos:prefLabel,(SEDIMENTATION-SEDIMENTATION)@en),stem)	
ENVO:00002007	sediment	GCMD:a4eb3bc4-48a5-4ed2-a74b-ca87a58e90f5	SEDIMENTATION	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:a4eb3bc4-48a5-4ed2-a74b-ca87a58e90f5-SEDIMENTATION,skos:prefLabel,(SEDIMENTATION-SEDIMENTATION)@en),stem)	
ENVO:00002007	sediment	GCMD:b3764016-0b5d-48fb-be3e-4f1082cf13e7	SEDIMENTS	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:b3764016-0b5d-48fb-be3e-4f1082cf13e7-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en),stem)	
ENVO:00002007	sediment	GCMD:b41498cd-6b2b-47e3-afe7-0f05b4c0807d	SEDIMENTATION	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:b41498cd-6b2b-47e3-afe7-0f05b4c0807d-SEDIMENTATION,skos:prefLabel,(SEDIMENTATION-SEDIMENTATION)@en),stem)	
ENVO:00002007	sediment	GCMD:d324729f-cc0d-4943-8d1a-d38335120c00	SEDIMENTS	sediment		info(label-label,rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string)-rdf(GCMD:d324729f-cc0d-4943-8d1a-d38335120c00-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en),stem)	
ENVO:00002013	igneous rock	GCMD:e8d97ffd-2fd2-4989-88a7-9772fc9b7cd8	IGNEOUS ROCKS	igneous rock		info(label-label,rdf(ENVO:00002013-igneous rock,rdfs:label,igneous rock-igneous rock^^xsd:string)-rdf(GCMD:e8d97ffd-2fd2-4989-88a7-9772fc9b7cd8-IGNEOUS ROCKS,skos:prefLabel,(IGNEOUS ROCKS-IGNEOUS ROCKS)@en),stem)	
ENVO:00002016	sedimentary rock	GCMD:85353d7b-05d8-4c32-a5b2-065f1f22f026	SEDIMENTARY ROCKS	sedimentary rock		info(label-label,rdf(ENVO:00002016-sedimentary rock,rdfs:label,sedimentary rock-sedimentary rock^^xsd:string)-rdf(GCMD:85353d7b-05d8-4c32-a5b2-065f1f22f026-SEDIMENTARY ROCKS,skos:prefLabel,(SEDIMENTARY ROCKS-SEDIMENTARY ROCKS)@en),stem)	
ENVO:00002017	metamorphic rock	GCMD:d220bbb1-410e-4b77-9663-78cb68c6b134	METAMORPHIC ROCKS	metamorphic rock		info(label-label,rdf(ENVO:00002017-metamorphic rock,rdfs:label,metamorphic rock-metamorphic rock^^xsd:string)-rdf(GCMD:d220bbb1-410e-4b77-9663-78cb68c6b134-METAMORPHIC ROCKS,skos:prefLabel,(METAMORPHIC ROCKS-METAMORPHIC ROCKS)@en),stem)	
ENVO:00002035	meteorite	GCMD:96be1efc-d5e2-423d-8ade-00b3d454244d	METEORITES	meteorit		info(label-label,rdf(ENVO:00002035-meteorite,rdfs:label,meteorite-meteorite^^xsd:string)-rdf(GCMD:96be1efc-d5e2-423d-8ade-00b3d454244d-METEORITES,skos:prefLabel,(METEORITES-METEORITES)@en),stem)	
ENVO:00002041	ground water	GCMD:734f8f27-6976-4b67-8794-c7fc79d6161e	GROUND WATER	ground wat		info(label-label,rdf(ENVO:00002041-ground water,rdfs:label,ground water-ground water^^xsd:string)-rdf(GCMD:734f8f27-6976-4b67-8794-c7fc79d6161e-GROUND WATER,skos:prefLabel,(GROUND WATER-GROUND WATER)@en),stem)	
ENVO:00002041	ground water	GCMD:734f8f27-6976-4b67-8794-c7fc79d6161e	GROUND WATER	ground water		info(label-label,rdf(ENVO:00002041-ground water,rdfs:label,ground water-ground water^^xsd:string)-rdf(GCMD:734f8f27-6976-4b67-8794-c7fc79d6161e-GROUND WATER,skos:prefLabel,(GROUND WATER-GROUND WATER)@en),downcase)	
ENVO:00002042	surface water	GCMD:5debb283-51e4-435e-b2a2-e8e2a977220d	SURFACE WATER	surface wat		info(label-label,rdf(ENVO:00002042-surface water,rdfs:label,surface water-surface water^^xsd:string)-rdf(GCMD:5debb283-51e4-435e-b2a2-e8e2a977220d-SURFACE WATER,skos:prefLabel,(SURFACE WATER-SURFACE WATER)@en),stem)	
ENVO:00002042	surface water	GCMD:5debb283-51e4-435e-b2a2-e8e2a977220d	SURFACE WATER	surface water		info(label-label,rdf(ENVO:00002042-surface water,rdfs:label,surface water-surface water^^xsd:string)-rdf(GCMD:5debb283-51e4-435e-b2a2-e8e2a977220d-SURFACE WATER,skos:prefLabel,(SURFACE WATER-SURFACE WATER)@en),downcase)	
ENVO:00002061	oil spill	GCMD:82c3689a-6bbf-496f-b118-b6ab46a9d2c7	OIL SPILLS	oil spil		info(label-label,rdf(ENVO:00002061-oil spill,rdfs:label,oil spill-oil spill^^xsd:string)-rdf(GCMD:82c3689a-6bbf-496f-b118-b6ab46a9d2c7-OIL SPILLS,skos:prefLabel,(OIL SPILLS-OIL SPILLS)@en),stem)	
ENVO:00002200	sea ice	GCMD:860e2af9-ce29-4f3f-b027-ae3747eb3e01	SEA ICE	sea ic		info(label-label,rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string)-rdf(GCMD:860e2af9-ce29-4f3f-b027-ae3747eb3e01-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en),stem)	
ENVO:00002200	sea ice	GCMD:860e2af9-ce29-4f3f-b027-ae3747eb3e01	SEA ICE	sea ice		info(label-label,rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string)-rdf(GCMD:860e2af9-ce29-4f3f-b027-ae3747eb3e01-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en),downcase)	
ENVO:00002200	sea ice	GCMD:a4aea007-d297-4051-8b41-5cdde00b4d1e	SEA ICE	sea ic		info(label-label,rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string)-rdf(GCMD:a4aea007-d297-4051-8b41-5cdde00b4d1e-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en),stem)	
ENVO:00002200	sea ice	GCMD:a4aea007-d297-4051-8b41-5cdde00b4d1e	SEA ICE	sea ice		info(label-label,rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string)-rdf(GCMD:a4aea007-d297-4051-8b41-5cdde00b4d1e-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en),downcase)	
ENVO:00002200	sea ice	GCMD:d73e969a-4b66-4713-8d63-fa3cbb1e25e3	SEA ICE	sea ic		info(label-label,rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string)-rdf(GCMD:d73e969a-4b66-4713-8d63-fa3cbb1e25e3-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en),stem)	
ENVO:00002200	sea ice	GCMD:d73e969a-4b66-4713-8d63-fa3cbb1e25e3	SEA ICE	sea ice		info(label-label,rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string)-rdf(GCMD:d73e969a-4b66-4713-8d63-fa3cbb1e25e3-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en),downcase)	
ENVO:00002226	borehole	GCMD:5a63fa7f-2971-4874-a920-394df07d218e	BOREHOLES	borehol		info(label-label,rdf(ENVO:00002226-borehole,rdfs:label,borehole-borehole^^xsd:string)-rdf(GCMD:5a63fa7f-2971-4874-a920-394df07d218e-BOREHOLES,skos:prefLabel,(BOREHOLES-BOREHOLES)@en),stem)	
ENVO:00002226	borehole	GCMD:8f8c1808-ac5f-43e5-8397-dbb3d171144c	BOREHOLES	borehol		info(label-label,rdf(ENVO:00002226-borehole,rdfs:label,borehole-borehole^^xsd:string)-rdf(GCMD:8f8c1808-ac5f-43e5-8397-dbb3d171144c-BOREHOLES,skos:prefLabel,(BOREHOLES-BOREHOLES)@en),stem)	
ENVO:00002226	borehole	GCMD:e001c431-c204-419e-af64-cc8978132abf	BOREHOLES	borehol		info(label-label,rdf(ENVO:00002226-borehole,rdfs:label,borehole-borehole^^xsd:string)-rdf(GCMD:e001c431-c204-419e-af64-cc8978132abf-BOREHOLES,skos:prefLabel,(BOREHOLES-BOREHOLES)@en),stem)	
ENVO:00002226	borehole	GCMD:f1f84fc8-d242-4f97-bb7d-77b68631273e	BOREHOLES	borehol		info(label-label,rdf(ENVO:00002226-borehole,rdfs:label,borehole-borehole^^xsd:string)-rdf(GCMD:f1f84fc8-d242-4f97-bb7d-77b68631273e-BOREHOLES,skos:prefLabel,(BOREHOLES-BOREHOLES)@en),stem)	
ENVO:00002236	cryosol	GCMD:0cd7a96f-46e1-4d86-93d0-9cbb6fda61e3	CRYOSOLS	cryosol		info(label-label,rdf(ENVO:00002236-cryosol,rdfs:label,cryosol-cryosol^^xsd:string)-rdf(GCMD:0cd7a96f-46e1-4d86-93d0-9cbb6fda61e3-CRYOSOLS,skos:prefLabel,(CRYOSOLS-CRYOSOLS)@en),stem)	
ENVO:00002236	cryosol	GCMD:1469f30b-6eb4-4186-b1ef-7dd25c34c592	CRYOSOLS	cryosol		info(label-label,rdf(ENVO:00002236-cryosol,rdfs:label,cryosol-cryosol^^xsd:string)-rdf(GCMD:1469f30b-6eb4-4186-b1ef-7dd25c34c592-CRYOSOLS,skos:prefLabel,(CRYOSOLS-CRYOSOLS)@en),stem)	
ENVO:00002269	thermocline	GCMD:68772b70-e493-48d5-b063-00b9d2dd4078	THERMOCLINE	thermoclin		info(label-label,rdf(ENVO:00002269-thermocline,rdfs:label,thermocline-thermocline^^xsd:string)-rdf(GCMD:68772b70-e493-48d5-b063-00b9d2dd4078-THERMOCLINE,skos:prefLabel,(THERMOCLINE-THERMOCLINE)@en),stem)	
ENVO:00002269	thermocline	GCMD:68772b70-e493-48d5-b063-00b9d2dd4078	THERMOCLINE	thermocline		info(label-label,rdf(ENVO:00002269-thermocline,rdfs:label,thermocline-thermocline^^xsd:string)-rdf(GCMD:68772b70-e493-48d5-b063-00b9d2dd4078-THERMOCLINE,skos:prefLabel,(THERMOCLINE-THERMOCLINE)@en),downcase)	
ENVO:00002984	petroleum	GCMD:44d0ad8f-fe22-4d17-bc47-c0b728a82baf	PETROLEUM	petroleum		info(label-label,rdf(ENVO:00002984-petroleum,rdfs:label,petroleum-petroleum^^xsd:string)-rdf(GCMD:44d0ad8f-fe22-4d17-bc47-c0b728a82baf-PETROLEUM,skos:prefLabel,(PETROLEUM-PETROLEUM)@en),downcase)	
ENVO:00002984	petroleum	GCMD:44d0ad8f-fe22-4d17-bc47-c0b728a82baf	PETROLEUM	petroleum		info(label-label,rdf(ENVO:00002984-petroleum,rdfs:label,petroleum-petroleum^^xsd:string)-rdf(GCMD:44d0ad8f-fe22-4d17-bc47-c0b728a82baf-PETROLEUM,skos:prefLabel,(PETROLEUM-PETROLEUM)@en),stem)	
ENVO:00010505	aerosol	GCMD:2e5a401b-1507-4f57-82b8-36557c13b154	AEROSOLS	aerosol		info(label-label,rdf(ENVO:00010505-aerosol,rdfs:label,aerosol-aerosol^^xsd:string)-rdf(GCMD:2e5a401b-1507-4f57-82b8-36557c13b154-AEROSOLS,skos:prefLabel,(AEROSOLS-AEROSOLS)@en),stem)	
ENVO:00012408	aquifer	GCMD:a957363b-2f2c-4169-a656-c2f24933eb72	AQUIFERS	aquif		info(label-label,rdf(ENVO:00012408-aquifer,rdfs:label,aquifer-aquifer^^xsd:string)-rdf(GCMD:a957363b-2f2c-4169-a656-c2f24933eb72-AQUIFERS,skos:prefLabel,(AQUIFERS-AQUIFERS)@en),stem)	
ENVO:01000060	particulate matter	GCMD:15fdef7c-7fb7-4a1d-a24b-01164a8ba11a	PARTICULATE MATTER	particulate matt		info(label-label,rdf(ENVO:01000060-particulate matter,rdfs:label,(particulate matter-particulate matter)@en)-rdf(GCMD:15fdef7c-7fb7-4a1d-a24b-01164a8ba11a-PARTICULATE MATTER,skos:prefLabel,(PARTICULATE MATTER-PARTICULATE MATTER)@en),stem)	
ENVO:01000060	particulate matter	GCMD:15fdef7c-7fb7-4a1d-a24b-01164a8ba11a	PARTICULATE MATTER	particulate matter		info(label-label,rdf(ENVO:01000060-particulate matter,rdfs:label,(particulate matter-particulate matter)@en)-rdf(GCMD:15fdef7c-7fb7-4a1d-a24b-01164a8ba11a-PARTICULATE MATTER,skos:prefLabel,(PARTICULATE MATTER-PARTICULATE MATTER)@en),downcase)	
ENVO:01000060	particulate matter	GCMD:548a3f85-bf22-473b-b641-45c32d9c6a0c	PARTICULATE MATTER	particulate matt		info(label-label,rdf(ENVO:01000060-particulate matter,rdfs:label,(particulate matter-particulate matter)@en)-rdf(GCMD:548a3f85-bf22-473b-b641-45c32d9c6a0c-PARTICULATE MATTER,skos:prefLabel,(PARTICULATE MATTER-PARTICULATE MATTER)@en),stem)	
ENVO:01000060	particulate matter	GCMD:548a3f85-bf22-473b-b641-45c32d9c6a0c	PARTICULATE MATTER	particulate matter		info(label-label,rdf(ENVO:01000060-particulate matter,rdfs:label,(particulate matter-particulate matter)@en)-rdf(GCMD:548a3f85-bf22-473b-b641-45c32d9c6a0c-PARTICULATE MATTER,skos:prefLabel,(PARTICULATE MATTER-PARTICULATE MATTER)@en),downcase)	
ENVO:01000060	particulate matter	GCMD:63c7d604-707e-4c38-8baf-19a620e61917	PARTICULATE MATTER	particulate matt		info(label-label,rdf(ENVO:01000060-particulate matter,rdfs:label,(particulate matter-particulate matter)@en)-rdf(GCMD:63c7d604-707e-4c38-8baf-19a620e61917-PARTICULATE MATTER,skos:prefLabel,(PARTICULATE MATTER-PARTICULATE MATTER)@en),stem)	
ENVO:01000060	particulate matter	GCMD:63c7d604-707e-4c38-8baf-19a620e61917	PARTICULATE MATTER	particulate matter		info(label-label,rdf(ENVO:01000060-particulate matter,rdfs:label,(particulate matter-particulate matter)@en)-rdf(GCMD:63c7d604-707e-4c38-8baf-19a620e61917-PARTICULATE MATTER,skos:prefLabel,(PARTICULATE MATTER-PARTICULATE MATTER)@en),downcase)	
ENVO:01000070	terrigenous sediment	GCMD:31cf96eb-7fcd-490d-9e10-7f17dc12e1e3	TERRIGENOUS SEDIMENTS	terrigenous sedi		info(label-label,rdf(ENVO:01000070-terrigenous sediment,rdfs:label,terrigenous sediment-terrigenous sediment^^xsd:string)-rdf(GCMD:31cf96eb-7fcd-490d-9e10-7f17dc12e1e3-TERRIGENOUS SEDIMENTS,skos:prefLabel,(TERRIGENOUS SEDIMENTS-TERRIGENOUS SEDIMENTS)@en),stem)	
ENVO:01000110	hydrogenous sediment	GCMD:3d352f0f-f69f-44c4-b345-aa9230fbd6ca	HYDROGENOUS SEDIMENTS	hydrogenous sedi		info(label-label,rdf(ENVO:01000110-hydrogenous sediment,rdfs:label,hydrogenous sediment-hydrogenous sediment^^xsd:string)-rdf(GCMD:3d352f0f-f69f-44c4-b345-aa9230fbd6ca-HYDROGENOUS SEDIMENTS,skos:prefLabel,(HYDROGENOUS SEDIMENTS-HYDROGENOUS SEDIMENTS)@en),stem)	
ENVO:01000155	organic material	GCMD:686feba9-87ba-474c-8280-7f67565cfb2f	BIOMASS	biomass		info(exact-label,rdf(ENVO:01000155-organic material,oio:hasExactSynonym-has_exact_synonym,biomass-biomass^^xsd:string)-rdf(GCMD:686feba9-87ba-474c-8280-7f67565cfb2f-BIOMASS,skos:prefLabel,(BIOMASS-BIOMASS)@en),downcase)	
ENVO:01000155	organic material	GCMD:686feba9-87ba-474c-8280-7f67565cfb2f	BIOMASS	biomass		info(exact-label,rdf(ENVO:01000155-organic material,oio:hasExactSynonym-has_exact_synonym,biomass-biomass^^xsd:string)-rdf(GCMD:686feba9-87ba-474c-8280-7f67565cfb2f-BIOMASS,skos:prefLabel,(BIOMASS-BIOMASS)@en),stem)	
ENVO:01000190	flooded savanna biome	GCMD:291a51b8-07e5-4a66-8140-d140d69843db	MARSHES	marsh		info(related-label,rdf(ENVO:01000190-flooded savanna biome,oio:hasRelatedSynonym-has_related_synonym,marsh-marsh^^xsd:string)-rdf(GCMD:291a51b8-07e5-4a66-8140-d140d69843db-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en),stem)	
ENVO:01000190	flooded savanna biome	GCMD:30056645-a442-4ef6-ac76-c5bc27086d83	MARSHES	marsh		info(related-label,rdf(ENVO:01000190-flooded savanna biome,oio:hasRelatedSynonym-has_related_synonym,marsh-marsh^^xsd:string)-rdf(GCMD:30056645-a442-4ef6-ac76-c5bc27086d83-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en),stem)	
ENVO:01000190	flooded savanna biome	GCMD:419877cb-0c17-44b0-9b3d-a2283887a7a6	MARSHES	marsh		info(related-label,rdf(ENVO:01000190-flooded savanna biome,oio:hasRelatedSynonym-has_related_synonym,marsh-marsh^^xsd:string)-rdf(GCMD:419877cb-0c17-44b0-9b3d-a2283887a7a6-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en),stem)	
ENVO:01000190	flooded savanna biome	GCMD:6cec3b57-1a7f-404d-afde-4de045ef0dd2	SWAMPS	swamp		info(broad-label,rdf(ENVO:01000190-flooded savanna biome,oio:hasBroadSynonym-has_broad_synonym,swamp-swamp^^xsd:string)-rdf(GCMD:6cec3b57-1a7f-404d-afde-4de045ef0dd2-SWAMPS,skos:prefLabel,(SWAMPS-SWAMPS)@en),stem)	
ENVO:01000190	flooded savanna biome	GCMD:8c05bcf2-d13b-44fd-b1a2-5ec797b2f851	SWAMPS	swamp		info(broad-label,rdf(ENVO:01000190-flooded savanna biome,oio:hasBroadSynonym-has_broad_synonym,swamp-swamp^^xsd:string)-rdf(GCMD:8c05bcf2-d13b-44fd-b1a2-5ec797b2f851-SWAMPS,skos:prefLabel,(SWAMPS-SWAMPS)@en),stem)	
ENVO:01000259	pycnocline	GCMD:2ad73f85-8bad-4e5a-a902-e83eee910b5e	PYCNOCLINE	pycnoclin		info(label-label,rdf(ENVO:01000259-pycnocline,rdfs:label,pycnocline-pycnocline^^xsd:string)-rdf(GCMD:2ad73f85-8bad-4e5a-a902-e83eee910b5e-PYCNOCLINE,skos:prefLabel,(PYCNOCLINE-PYCNOCLINE)@en),stem)	
ENVO:01000259	pycnocline	GCMD:2ad73f85-8bad-4e5a-a902-e83eee910b5e	PYCNOCLINE	pycnocline		info(label-label,rdf(ENVO:01000259-pycnocline,rdfs:label,pycnocline-pycnocline^^xsd:string)-rdf(GCMD:2ad73f85-8bad-4e5a-a902-e83eee910b5e-PYCNOCLINE,skos:prefLabel,(PYCNOCLINE-PYCNOCLINE)@en),downcase)	
ENVO:01000266	water vapour	GCMD:15029eb0-6342-4066-8ac9-c50f7dbfb392	WATER VAPOR	water vapor		info(exact-label,rdf(ENVO:01000266-water vapour,oio:hasExactSynonym-has_exact_synonym,water vapor-water vapor^^xsd:string)-rdf(GCMD:15029eb0-6342-4066-8ac9-c50f7dbfb392-WATER VAPOR,skos:prefLabel,(WATER VAPOR-WATER VAPOR)@en),downcase)	
ENVO:01000266	water vapour	GCMD:15029eb0-6342-4066-8ac9-c50f7dbfb392	WATER VAPOR	water vapor		info(exact-label,rdf(ENVO:01000266-water vapour,oio:hasExactSynonym-has_exact_synonym,water vapor-water vapor^^xsd:string)-rdf(GCMD:15029eb0-6342-4066-8ac9-c50f7dbfb392-WATER VAPOR,skos:prefLabel,(WATER VAPOR-WATER VAPOR)@en),stem)	
ENVO:01000267	atmosphere	GCMD:c47f6052-634e-40ef-a5ac-13f69f6f4c2a	ATMOSPHERE	atmospher		info(label-label,rdf(ENVO:01000267-atmosphere,rdfs:label,atmosphere-atmosphere^^xsd:string)-rdf(GCMD:c47f6052-634e-40ef-a5ac-13f69f6f4c2a-ATMOSPHERE,skos:prefLabel,(ATMOSPHERE-ATMOSPHERE)@en),stem)	
ENVO:01000267	atmosphere	GCMD:c47f6052-634e-40ef-a5ac-13f69f6f4c2a	ATMOSPHERE	atmosphere		info(label-label,rdf(ENVO:01000267-atmosphere,rdfs:label,atmosphere-atmosphere^^xsd:string)-rdf(GCMD:c47f6052-634e-40ef-a5ac-13f69f6f4c2a-ATMOSPHERE,skos:prefLabel,(ATMOSPHERE-ATMOSPHERE)@en),downcase)	
ENVO:01000268	atmospheric water vapour	GCMD:286d2ae0-9d86-4ef0-a2b4-014843a98532	ATMOSPHERIC WATER VAPOR	atmospheric water vapor		info(exact-label,rdf(ENVO:01000268-atmospheric water vapour,oio:hasExactSynonym-has_exact_synonym,atmospheric water vapor-atmospheric water vapor^^xsd:string)-rdf(GCMD:286d2ae0-9d86-4ef0-a2b4-014843a98532-ATMOSPHERIC WATER VAPOR,skos:prefLabel,(ATMOSPHERIC WATER VAPOR-ATMOSPHERIC WATER VAPOR)@en),downcase)	
ENVO:01000268	atmospheric water vapour	GCMD:286d2ae0-9d86-4ef0-a2b4-014843a98532	ATMOSPHERIC WATER VAPOR	atmospheric water vapor		info(exact-label,rdf(ENVO:01000268-atmospheric water vapour,oio:hasExactSynonym-has_exact_synonym,atmospheric water vapor-atmospheric water vapor^^xsd:string)-rdf(GCMD:286d2ae0-9d86-4ef0-a2b4-014843a98532-ATMOSPHERIC WATER VAPOR,skos:prefLabel,(ATMOSPHERIC WATER VAPOR-ATMOSPHERIC WATER VAPOR)@en),stem)	
