GCMD:007ab607-2ee1-484d-85fb-0bfb89f18c9b	DENSITY	PATO:0001019	mass density	densiti		info(label-related,rdf(GCMD:007ab607-2ee1-484d-85fb-0bfb89f18c9b-DENSITY,skos:prefLabel,(DENSITY-DENSITY)@en)-rdf(PATO:0001019-mass density,oio:hasRelatedSynonym-has_related_synonym,density-density^^xsd:string),stem)	
GCMD:007ab607-2ee1-484d-85fb-0bfb89f18c9b	DENSITY	PATO:0001019	mass density	density		info(label-related,rdf(GCMD:007ab607-2ee1-484d-85fb-0bfb89f18c9b-DENSITY,skos:prefLabel,(DENSITY-DENSITY)@en)-rdf(PATO:0001019-mass density,oio:hasRelatedSynonym-has_related_synonym,density-density^^xsd:string),downcase)	
GCMD:064d919e-3262-44c3-a636-8094bc963001	DIFFUSION	PATO:0001566	distributed	diffus		info(label-exact,rdf(GCMD:064d919e-3262-44c3-a636-8094bc963001-DIFFUSION,skos:prefLabel,(DIFFUSION-DIFFUSION)@en)-rdf(PATO:0001566-distributed,oio:hasExactSynonym-has_exact_synonym,diffuse-diffuse^^xsd:string),stem)	
GCMD:136b1de3-4b2e-49e6-80cd-cf2e9bac2c48	ALBEDO	PATO:0001295	albedo	albedo		info(label-label,rdf(GCMD:136b1de3-4b2e-49e6-80cd-cf2e9bac2c48-ALBEDO,skos:prefLabel,(ALBEDO-ALBEDO)@en)-rdf(PATO:0001295-albedo,rdfs:label,albedo-albedo^^xsd:string),downcase)	
GCMD:136b1de3-4b2e-49e6-80cd-cf2e9bac2c48	ALBEDO	PATO:0001295	albedo	albedo		info(label-label,rdf(GCMD:136b1de3-4b2e-49e6-80cd-cf2e9bac2c48-ALBEDO,skos:prefLabel,(ALBEDO-ALBEDO)@en)-rdf(PATO:0001295-albedo,rdfs:label,albedo-albedo^^xsd:string),stem)	
GCMD:14625f2a-4186-4377-a0d9-88998bb6b775	pH	PATO:0001842	acidity	ph		info(label-exact,rdf(GCMD:14625f2a-4186-4377-a0d9-88998bb6b775-pH,skos:prefLabel,(pH-pH)@en)-rdf(PATO:0001842-acidity,oio:hasExactSynonym-has_exact_synonym,pH-pH^^xsd:string),downcase)	
GCMD:14625f2a-4186-4377-a0d9-88998bb6b775	pH	PATO:0001842	acidity	ph		info(label-exact,rdf(GCMD:14625f2a-4186-4377-a0d9-88998bb6b775-pH,skos:prefLabel,(pH-pH)@en)-rdf(PATO:0001842-acidity,oio:hasExactSynonym-has_exact_synonym,pH-pH^^xsd:string),stem)	
GCMD:162e2243-3266-4999-b352-d8a1a9dc82ac	CLOUDS	PATO:0000963	opaque	cloud		info(label-related,rdf(GCMD:162e2243-3266-4999-b352-d8a1a9dc82ac-CLOUDS,skos:prefLabel,(CLOUDS-CLOUDS)@en)-rdf(PATO:0000963-opaque,oio:hasRelatedSynonym-has_related_synonym,clouding-clouding^^xsd:string),stem)	
GCMD:18a8197e-3a3f-408c-9c51-e9fe89dd6b45	FERTILIZERS	PATO:0000274	fertility	fertil		info(label-label,rdf(GCMD:18a8197e-3a3f-408c-9c51-e9fe89dd6b45-FERTILIZERS,skos:prefLabel,(FERTILIZERS-FERTILIZERS)@en)-rdf(PATO:0000274-fertility,rdfs:label,fertility-fertility^^xsd:string),stem)	
GCMD:18a8197e-3a3f-408c-9c51-e9fe89dd6b45	FERTILIZERS	PATO:0000955	fertile	fertil		info(label-label,rdf(GCMD:18a8197e-3a3f-408c-9c51-e9fe89dd6b45-FERTILIZERS,skos:prefLabel,(FERTILIZERS-FERTILIZERS)@en)-rdf(PATO:0000955-fertile,rdfs:label,fertile-fertile^^xsd:string),stem)	
GCMD:1e2b1b67-a401-4fb6-9ee9-b022c1c023dc	EROSION	PATO:0001368	erose	eros		info(label-label,rdf(GCMD:1e2b1b67-a401-4fb6-9ee9-b022c1c023dc-EROSION,skos:prefLabel,(EROSION-EROSION)@en)-rdf(PATO:0001368-erose,rdfs:label,erose-erose^^xsd:string),stem)	
GCMD:20b41061-e6dc-47ef-b73b-00dc08a59618	SCATTERING	PATO:0001566	distributed	scatter		info(label-exact,rdf(GCMD:20b41061-e6dc-47ef-b73b-00dc08a59618-SCATTERING,skos:prefLabel,(SCATTERING-SCATTERING)@en)-rdf(PATO:0001566-distributed,oio:hasExactSynonym-has_exact_synonym,scattered-scattered^^xsd:string),stem)	
GCMD:22b339b5-1af5-46e3-8191-d93729001eeb	FRONTS	PATO:0001900	front	front		info(label-label,rdf(GCMD:22b339b5-1af5-46e3-8191-d93729001eeb-FRONTS,skos:prefLabel,(FRONTS-FRONTS)@en)-rdf(PATO:0001900-front,rdfs:label,front-front^^xsd:string),stem)	
GCMD:2ddd003d-c19f-4336-9837-316cce5efe0b	ALBEDO	PATO:0001295	albedo	albedo		info(label-label,rdf(GCMD:2ddd003d-c19f-4336-9837-316cce5efe0b-ALBEDO,skos:prefLabel,(ALBEDO-ALBEDO)@en)-rdf(PATO:0001295-albedo,rdfs:label,albedo-albedo^^xsd:string),downcase)	
GCMD:2ddd003d-c19f-4336-9837-316cce5efe0b	ALBEDO	PATO:0001295	albedo	albedo		info(label-label,rdf(GCMD:2ddd003d-c19f-4336-9837-316cce5efe0b-ALBEDO,skos:prefLabel,(ALBEDO-ALBEDO)@en)-rdf(PATO:0001295-albedo,rdfs:label,albedo-albedo^^xsd:string),stem)	
GCMD:2ef42281-1e38-4391-b578-ba6a6158f0c2	CONDUCTION	PATO:0001585	conductivity	conduct		info(label-label,rdf(GCMD:2ef42281-1e38-4391-b578-ba6a6158f0c2-CONDUCTION,skos:prefLabel,(CONDUCTION-CONDUCTION)@en)-rdf(PATO:0001585-conductivity,rdfs:label,conductivity-conductivity^^xsd:string),stem)	
GCMD:387a51ad-382f-4297-be72-fdd4bb0fe3f9	MINERALS	PATO:0002444	mineralized	miner		info(label-label,rdf(GCMD:387a51ad-382f-4297-be72-fdd4bb0fe3f9-MINERALS,skos:prefLabel,(MINERALS-MINERALS)@en)-rdf(PATO:0002444-mineralized,rdfs:label,mineralized-mineralized^^xsd:string),stem)	
GCMD:3e801e91-897e-4528-8f4c-4ec527ad33cc	PIGMENTS	PATO:0000336	colored	pigment		info(label-related,rdf(GCMD:3e801e91-897e-4528-8f4c-4ec527ad33cc-PIGMENTS,skos:prefLabel,(PIGMENTS-PIGMENTS)@en)-rdf(PATO:0000336-colored,oio:hasRelatedSynonym-has_related_synonym,pigmented-pigmented^^xsd:string),stem)	
